House Id,Locality,House Type,Subtype,Price,Kitchen Type,Room Number,Area,Garden,Terrace,Swimming Pool,New Building
9390212,2830,apartment,apartment,310900,hyper equipped,3,,,true,,true
9390214,2830,apartment,apartment,245200,hyper equipped,2,,,true,,true
9390215,2830,apartment,apartment,235650,hyper equipped,2,,,true,,true
9390218,2830,apartment,apartment,215650,hyper equipped,2,,,true,,true
9390223,2830,apartment,apartment,230650,hyper equipped,2,,,true,,true
9390225,2830,apartment,apartment,320900,hyper equipped,2,,,true,,true
9390226,2830,apartment,apartment,360900,hyper equipped,2,,,true,,true
9390227,2830,apartment,apartment,253650,hyper equipped,2,,,true,,true
9390228,2830,apartment,apartment,245650,hyper equipped,2,,,true,,true
9390394,1640,house,house,2490000,,5,3368,,,true,false
9390420,8370,apartment,apartment,239000,hyper equipped,2,,,true,,false
9390435,1000,house,house,499000,semi equipped,6,140,50,,,false
9390488,2500,house,house,336000,,3,183,88,true,,true
9390491,2500,house,house,393000,,4,341,212,true,,true
9390507,1180,apartment,apartment,250000,usa semi equipped,1,,,true,,false
9390521,5000,apartment,apartment,299000,usa hyper equipped,2,,,true,,false
9390601,1652,apartment,apartment,160000,installed,1,,,true,,false
9390607,2610,house,house,225000,semi equipped,3,59,,,,false
9390619,9120,apartment,apartment,306500,installed,2,,,true,,true
9390693,8430,house,house,269000,installed,3,455,390,,,false
9391150,8400,apartment,apartment,525000,hyper equipped,2,,,true,,true
9391224,1020,house,house,690000,semi equipped,5,780,650,true,,false
9391258,1150,apartment,apartment,485000,hyper equipped,2,,,true,,false
9391266,8300,apartment,duplex,795000,usa hyper equipped,2,,,true,,false
9391321,4500,house,mansion,239000,usa installed,5,1100,1000,true,,false
9391369,1180,apartment,apartment,585000,usa hyper equipped,2,,,true,,false
9391436,3000,apartment,apartment,815000,installed,2,,,true,,false
9391506,1000,apartment,apartment,1300000,hyper equipped,4,,,true,,false
9391556,2380,apartment,apartment,199000,,2,,,true,,false
9391667,1070,house,house,699000,hyper equipped,6,185,80,true,,false
9391836,8200,apartment,kot,119000,hyper equipped,1,,,,,false
9391849,5377,house,house,269000,installed,2,938,938,true,,false
9391927,6780,house,house,699000,hyper equipped,6,5500,,true,,false
9391948,9100,apartment,apartment,325000,installed,3,,,true,,false
9392009,1000,apartment,ground floor,345000,usa hyper equipped,2,,,true,,false
9392025,1090,apartment,apartment,198000,not installed,2,,,true,,false
9392083,4420,house,apartment block,299000,,4,0,78,true,,false
9392150,1000,house,house,2800000,hyper equipped,5,2363,1500,,,false
9392213,4920,house,house,599000,installed,20,935,,true,,false
9392245,8400,apartment,apartment,155000,hyper equipped,1,,,true,,false
9392459,8800,apartment,apartment,229000,installed,2,,,true,,false
9392495,1800,house,house,325000,installed,2,164,15,,,false
9392554,1180,house,house,390000,usa hyper equipped,3,76,,true,,false
9392910,9700,house,house,285000,,3,340,,true,,false
9392958,3300,apartment,penthouse,480000,installed,3,,,true,,true
9392959,3300,apartment,apartment,355000,installed,3,,,true,,true
9392960,3300,apartment,apartment,225000,installed,1,,,true,,true
9392961,3300,apartment,apartment,275000,installed,2,,,true,,true
9392963,3300,apartment,apartment,280000,installed,2,,,true,,true
9393053,1000,apartment,duplex,450000,usa hyper equipped,2,,,true,,false
9393071,8850,house,house,370000,hyper equipped,3,155,,true,,false
9393138,8300,apartment,apartment,5300000,hyper equipped,4,,,true,,false
9393181,8300,house,exceptional property,9500000,hyper equipped,7,2348,2348,true,true,false
9393187,1950,house,villa,2690000,installed,6,5136,4500,true,true,false
9393201,1652,house,house,495000,installed,2,703,520,true,,false
9393291,1325,apartment,apartment,295000,usa hyper equipped,1,,,true,,false
9393364,6044,house,house,265000,installed,6,850,700,true,,false
9393377,9400,house,mixed use building,309000,installed,3,102,,true,,false
9393452,1080,apartment,apartment,299000,usa hyper equipped,3,,,,,false
9393665,4840,house,house,273200,not installed,3,180,,true,,true
9393701,2018,house,mansion,2600000,semi equipped,5,430,160,true,,false
9393702,2000,apartment,penthouse,945000,hyper equipped,3,,,true,,false
9393703,2900,house,villa,5000000,installed,10,16750,,true,true,false
9393704,2000,apartment,apartment,980000,usa hyper equipped,3,,,,,false
9393739,1150,house,house,1100000,installed,5,1938,1938,true,,false
9393744,3200,house,house,499000,installed,8,537,300,true,,false
9393756,1070,apartment,duplex,242000,usa hyper equipped,2,,,,,false
9393789,8200,apartment,apartment,239000,installed,2,,,true,,false
9393791,7080,apartment,apartment,195000,installed,1,,40,,,false
9393848,7700,house,house,1250000,installed,4,763,,,,false
9393886,1090,house,mansion,875000,semi equipped,5,247,102,true,,false
9393959,1000,apartment,apartment,430000,hyper equipped,2,,,true,,false
9394039,8300,house,exceptional property,1875000,,8,350,,true,,false
9394167,1150,apartment,apartment,575000,hyper equipped,3,,,true,,false
9394427,8310,apartment,duplex,380000,hyper equipped,3,,,true,,false
9394837,3300,house,house,285000,,4,215,100,true,,false
9394872,3080,house,villa,849950,hyper equipped,5,912,,true,,false
9394971,1200,house,house,975000,hyper equipped,5,260,100,true,,false
9395237,8820,house,exceptional property,950000,,0,3587,,,,false
9395406,6700,apartment,apartment,230000,installed,2,,,,,false
9395505,5060,apartment,apartment,185000,semi equipped,3,,,,,false
9395514,4500,house,house,169000,semi equipped,4,165,,true,,false
9395542,1180,apartment,apartment,765000,hyper equipped,4,,,true,true,false
9395591,4100,apartment,apartment,244500,,2,,,,,false
9395602,4100,apartment,apartment,245950,,1,,,,,false
9395704,4920,house,house,139000,semi equipped,3,365,282,,,false
9395793,3360,house,house,300000,hyper equipped,2,286,,,,false
9395795,1000,apartment,apartment,429500,,2,,35,true,,false
9396034,1800,apartment,apartment,299000,usa installed,2,,,true,,false
9396072,1700,house,house,1150000,installed,3,2370,,true,,false
9396073,2660,house,house,269000,semi equipped,3,130,62,,,false
9396223,4020,apartment,apartment,119000,semi equipped,2,,,true,,false
9396239,1400,house,exceptional property,650000,installed,6,2050,1830,true,,false
9396530,8400,apartment,apartment,210000,installed,2,,,,,false
9396532,8620,apartment,apartment,729000,,3,,,true,,false
9396577,4000,apartment,apartment,239000,installed,1,,,,,false
9396581,1040,apartment,apartment,215000,not installed,1,,,,,false
9396588,4170,house,house,105000,semi equipped,2,55,,true,,false
9396695,8300,apartment,ground floor,4950000,hyper equipped,4,,350,true,,false
9396711,4880,house,exceptional property,700000,not installed,3,4718,300,true,,false
9396773,1000,apartment,flat studio,175000,usa hyper equipped,0,,,,,false
9396774,1000,apartment,penthouse,415000,usa hyper equipped,2,,,true,,false
9396775,1000,apartment,apartment,255000,usa hyper equipped,2,,,true,,false
9396782,1330,house,villa,780000,hyper equipped,3,2442,,true,,false
9396810,6791,house,house,295000,installed,3,566,,,,false
9397006,1420,house,house,885000,usa installed,4,1351,,true,,false
9397024,3370,apartment,apartment,312162,,3,,,true,,false
9397042,8560,apartment,apartment,238000,installed,2,,,true,,false
9397141,1040,apartment,apartment,195000,usa semi equipped,1,,,,,false
9397178,1380,house,house,949000,usa hyper equipped,5,1700,1700,true,true,false
9397289,8370,apartment,apartment,175000,installed,1,,,,,false
9397304,1160,apartment,flat studio,199000,installed,0,,,true,,false
9397358,1200,apartment,apartment,365000,installed,3,,,,,false
9397359,1200,apartment,apartment,365000,installed,2,,,,,false
9397384,1200,house,apartment block,1300000,installed,6,0,,,,false
9397411,2000,apartment,apartment,980000,hyper equipped,3,,,true,,false
9397494,6061,house,house,189000,installed,4,236,160,true,,false
9397501,2000,apartment,apartment,249000,installed,1,,,,,false
9397502,1030,apartment,apartment,280000,,3,,,true,,false
9397710,8930,house,house,210000,installed,2,302,170,true,,false
9397733,8370,apartment,apartment,185000,installed,2,,,,,false
9397787,1170,house,house,550000,usa hyper equipped,3,104,,true,,false
9397970,1082,apartment,apartment,235000,usa installed,2,,,,,false
9397987,1490,apartment,apartment,200000,usa installed,2,,,true,,false
9398045,1180,apartment,apartment,945000,,4,,700,true,,false
9398185,4500,house,mansion,395000,installed,6,880,700,true,,false
9398234,1761,house,villa,855000,hyper equipped,6,2539,,true,,false
9398236,1700,apartment,apartment,748900,usa hyper equipped,3,,,true,,true
9398237,1700,apartment,apartment,393800,usa hyper equipped,2,,,true,,false
9398255,1380,house,house,790000,installed,3,1966,1500,true,,false
9398286,1180,apartment,apartment,825000,installed,3,,,true,,false
9398320,5100,house,house,250000,not installed,2,2491,2386,,,false
9398321,5100,house,house,250000,not installed,3,2491,2386,,,false
9398332,4050,house,villa,319000,semi equipped,4,882,600,true,,false
9398388,3300,apartment,apartment,197500,hyper equipped,1,,,true,,true
9398555,1081,apartment,apartment,250000,installed,2,,,true,,false
9398563,7140,house,house,160000,installed,3,60,30,,,false
9398586,7332,house,house,250000,installed,2,1128,998,true,,false
9398829,7700,house,house,229000,installed,3,162,,true,,false
9399204,1932,house,house,1250000,hyper equipped,3,0,,true,true,false
9399205,1932,apartment,penthouse,1250000,hyper equipped,3,,,true,true,false
9399214,8400,apartment,apartment,389000,installed,3,,,true,,false
9399244,6700,house,house,190000,not installed,4,200,,,,false
9399290,3000,apartment,apartment,375000,installed,3,,,true,,false
9399291,3360,apartment,ground floor,396000,hyper equipped,2,,,true,,false
9399297,4470,apartment,apartment,173500,,1,,100,true,,true
9399300,3000,house,castle,2500000,installed,8,24799,,true,,false
9399336,1200,apartment,apartment,490000,hyper equipped,3,,,true,,false
9399368,1200,apartment,apartment,460000,hyper equipped,3,,,true,,false
9399413,6953,house,house,279000,installed,4,977,977,true,,false
9399420,1040,apartment,duplex,510000,hyper equipped,3,,,,,false
9399481,7180,house,exceptional property,1250000,hyper equipped,5,26769,,true,,false
9399547,2100,house,house,339000,installed,3,180,,,,false
9399613,3400,house,villa,595000,installed,6,835,65,,,false
9399681,6600,house,house,275000,installed,3,1234,,,,false
9399710,1160,house,house,670000,usa installed,4,120,30,true,,false
9399718,7080,house,house,90000,not installed,2,125,25,true,,false
9399762,1500,apartment,penthouse,399000,installed,3,,,true,,false
9399805,1070,house,mixed use building,795000,semi equipped,6,126,,,,false
9399830,1180,apartment,apartment,565000,hyper equipped,2,,,true,,false
9399978,9111,house,house,349500,installed,3,361,,,,false
9400048,1200,apartment,apartment,480000,installed,2,,,true,,false
9400063,1050,house,apartment block,1350000,hyper equipped,6,210,100,true,,false
9400117,6700,house,house,210000,not installed,3,0,,,,false
9400282,6044,house,house,199000,installed,3,280,200,true,,false
9400293,1030,apartment,penthouse,495000,installed,3,,,true,,false
9400300,1020,house,house,450000,installed,7,0,,,,false
9400359,4430,apartment,apartment,500000,installed,2,,,true,,true
9400376,4000,house,house,218000,installed,3,379,,true,,false
9400430,1370,apartment,apartment,242000,installed,2,,,true,,false
9400546,3118,apartment,apartment,212500,installed,1,,,true,,true
9400547,3118,apartment,apartment,287500,installed,2,,,true,,true
9400553,1150,house,house,695000,semi equipped,4,280,157,true,,false
9400705,4040,house,house,245000,installed,5,926,800,true,,false
9400962,1402,house,villa,125000,installed,5,953,,true,,false
9400963,1400,house,villa,125000,installed,5,953,,true,,false
9400968,1000,house,exceptional property,1950000,semi equipped,4,350,220,true,,false
9400969,1050,house,exceptional property,1950000,semi equipped,4,350,220,true,,false
9401009,1000,house,mixed use building,795000,semi equipped,6,126,,,,false
9401076,6200,house,house,99000,installed,2,170,,,,false
9401119,7300,house,house,195000,installed,2,240,110,true,,false
9401178,9111,house,house,3750000,hyper equipped,5,6000,,true,,false
9401181,1040,apartment,apartment,295000,usa hyper equipped,2,,488,true,,false
9401200,4280,house,villa,480000,usa hyper equipped,3,2133,2006,true,,true
9401201,4347,house,house,159000,installed,2,65,,,,false
9401202,4280,apartment,ground floor,175000,installed,2,,,,,false
9401205,1310,apartment,duplex,395000,usa hyper equipped,3,,,true,,false
9401206,1310,apartment,apartment,195000,installed,2,,,,,false
9401226,1380,house,house,2750000,hyper equipped,7,15327,14527,true,true,false
9401302,6990,house,farmhouse,795000,installed,11,3600,3600,true,,false
9401304,6760,house,house,85000,semi equipped,2,408,300,,,false
9401449,9820,apartment,apartment,320000,,2,,,true,,true
9401465,1630,house,exceptional property,1250000,not installed,5,4953,,,,false
9401479,2400,house,house,414000,hyper equipped,4,304,,true,,false
9401486,9400,apartment,ground floor,235000,usa hyper equipped,2,,78,true,,false
9401716,8870,apartment,apartment,224000,installed,2,,,true,,false
9401739,6800,house,house,279000,installed,4,900,,true,,false
9401837,1050,apartment,apartment,1590000,usa hyper equipped,3,,,true,,true
9401881,2870,house,house,598000,semi equipped,5,763,680,true,,false
9401935,7801,house,apartment block,360000,semi equipped,5,3076,,,,false
9402079,8370,apartment,apartment,199000,installed,2,,,true,,false
9402083,9150,house,house,334000,installed,4,278,,true,,false
9402094,1560,house,house,685000,installed,4,420,85,true,,false
9402097,1000,apartment,penthouse,1600000,usa hyper equipped,2,,,true,,false
9402103,1200,apartment,apartment,275000,installed,2,,,true,,false
9402246,1050,apartment,apartment,415000,hyper equipped,1,,,true,,false
9402326,7020,apartment,apartment,223000,installed,3,,,true,,true
9402335,1000,house,mixed use building,1200000,installed,3,196,,,,false
9402358,1040,apartment,ground floor,480000,usa hyper equipped,3,,30,,,false
9402496,3050,apartment,apartment,365000,installed,3,,,,,false
9402643,9950,apartment,apartment,207500,installed,2,,,true,,false
9402743,2620,apartment,apartment,249000,,2,,,true,,false
9402778,1030,house,house,625000,,4,169,76,,,false
9403012,4121,house,villa,525000,semi equipped,4,1637,1500,true,,false
9403052,1000,apartment,apartment,660000,usa hyper equipped,2,,,true,,false
9403080,3384,house,house,437130,hyper equipped,3,500,80,true,,true
9403081,3384,house,house,472538,hyper equipped,3,500,80,true,,true
9403156,1050,apartment,apartment,475000,usa hyper equipped,2,,,true,,false
9403328,8300,apartment,ground floor,4950000,usa hyper equipped,4,,,true,,false
9403330,1400,house,villa,400000,hyper equipped,3,928,,true,,false
9403341,1420,house,house,249000,usa installed,2,323,238,true,,false
9403384,1180,apartment,apartment,1100000,usa hyper equipped,2,,,true,,false
9403404,1040,house,house,690000,usa hyper equipped,3,76,17,,,false
9403752,5650,house,house,165000,installed,2,974,914,true,,false
9403997,1200,apartment,apartment,450000,usa hyper equipped,3,,,true,,false
9404012,1030,apartment,apartment,219000,installed,2,,,true,,false
9404022,4040,house,house,169000,semi equipped,3,274,150,true,,false
9404185,1040,apartment,apartment,480000,usa hyper equipped,2,,30,true,,false
9404207,1090,apartment,apartment,245000,usa semi equipped,2,,,true,,false
9404380,8500,house,house,145000,installed,2,95,,true,,false
9404547,4040,house,house,89000,semi equipped,2,60,26,true,,false
9404713,1020,house,house,539000,installed,6,386,346,true,,false
9404784,9040,apartment,duplex,259000,installed,3,,,true,,false
9404918,1600,house,house,350000,hyper equipped,3,170,,,,false
9405118,1150,apartment,apartment,549000,hyper equipped,3,,,true,,false
9405170,1060,apartment,apartment,255000,hyper equipped,2,,,,,false
9405209,1050,apartment,apartment,425000,hyper equipped,2,,,true,,false
9405212,8301,apartment,apartment,980000,,2,,,,,false
9405246,9600,house,house,125000,installed,4,50,,,,false
9405259,6240,house,house,139000,installed,2,420,100,true,,false
9405270,1050,apartment,apartment,650000,usa hyper equipped,2,,,true,,false
9405271,1000,apartment,apartment,650000,usa hyper equipped,2,,,true,,false
9405272,1050,house,house,1495000,usa hyper equipped,5,190,90,true,,false
9405281,1410,house,villa,975000,hyper equipped,4,2785,1950,true,true,false
9405344,5310,house,house,350000,installed,4,1043,950,true,,false
9405409,8300,house,exceptional property,699000,hyper equipped,3,45,,true,,false
9405456,8500,apartment,apartment,623500,installed,2,,,true,,true
9405582,7134,house,house,95000,semi equipped,2,170,,,,false
9405583,7130,house,house,110000,semi equipped,2,110,,,,false
9405639,1420,apartment,penthouse,695000,hyper equipped,4,,,true,,false
9406337,1180,apartment,apartment,395000,not installed,3,,,true,,false
9406373,8300,apartment,apartment,1150000,usa hyper equipped,3,,,true,,false
9406426,1150,house,house,945000,hyper equipped,4,160,50,true,,false
9406569,1050,apartment,apartment,900000,installed,4,,,,,false
9406622,1030,apartment,apartment,445000,hyper equipped,4,,,,,false
9406634,4100,house,apartment block,399000,,0,274,,,,false
9406830,6880,house,house,188000,installed,4,382,,true,,false
9406991,8400,apartment,apartment,675000,hyper equipped,3,,,true,,false
9407007,1090,apartment,apartment,249000,semi equipped,2,,,true,,false
9407134,1420,apartment,apartment,250000,installed,2,,,,,false
9407145,8900,house,house,185000,semi equipped,3,132,,,,false
9407174,8200,house,house,275000,installed,2,179,,true,,false
9407300,1410,house,villa,1475000,hyper equipped,4,1240,1,true,true,false
9407430,1560,house,villa,549000,hyper equipped,3,2368,,,,false
9407490,1190,apartment,apartment,450000,usa hyper equipped,2,,,,,false
9407550,4040,house,house,20000,installed,4,0,,,,false
9407569,8000,apartment,apartment,465000,installed,2,,,true,,false
9407891,1080,apartment,apartment,170000,,2,,,true,,false
9408048,1150,apartment,apartment,595000,installed,3,,,true,,false
9408110,1700,apartment,penthouse,549000,usa hyper equipped,4,,,true,,false
9408112,1700,apartment,apartment,255000,usa installed,2,,,true,,false
9408137,1160,apartment,apartment,690000,hyper equipped,3,,,true,,false
9408169,4000,apartment,penthouse,350000,usa hyper equipped,2,,,true,,false
9408483,1040,house,apartment block,1990000,installed,0,190,,true,,false
9408634,2000,apartment,apartment,729000,,2,,,true,,false
9408723,8520,house,house,235000,hyper equipped,2,286,67,true,,false
9408796,9300,apartment,apartment,194000,installed,2,,,true,,false
9408832,6001,house,house,99900,not installed,4,210,124,,,false
9408910,4020,house,house,179000,,4,332,105,true,,false
9408951,8790,house,house,297384,,3,442,,,,true
9409135,8370,apartment,apartment,155000,installed,2,,,,,false
9409137,9200,house,mansion,660000,installed,3,720,1,,,false
9409267,9140,apartment,apartment,415000,installed,2,,,true,,true
9409310,6666,house,chalet,199000,semi equipped,4,736,,,,false
9409674,1150,apartment,apartment,424900,hyper equipped,2,,,true,,false
9409685,1040,apartment,apartment,424900,hyper equipped,2,,,true,,false
9409689,1800,house,house,410000,installed,4,164,50,true,,false
9409737,8770,apartment,apartment,242500,,2,,,true,,false
9409819,8200,apartment,apartment,198000,installed,2,,,true,,false
9409896,8301,apartment,apartment,1150000,usa hyper equipped,3,,,true,,false
9409923,1050,apartment,apartment,495000,hyper equipped,3,,,,,false
9409951,6780,house,house,290000,semi equipped,3,290,,,,false
9409990,4000,house,mansion,690000,installed,9,0,,true,,false
9409996,1200,apartment,apartment,365000,semi equipped,2,,,,,false
9410123,1050,apartment,apartment,1700000,hyper equipped,3,,,true,true,false
9410178,1420,house,house,399000,installed,3,0,,true,,false
9410200,3460,apartment,apartment,198000,,1,,,true,,true
9410202,3460,apartment,apartment,220000,,2,,,true,,true
9410222,6890,house,house,249900,,3,0,51,true,,false
9410236,1050,apartment,apartment,1150000,usa hyper equipped,2,,,true,,false
9410502,8730,apartment,apartment,229500,,0,,,,,false
9410511,1420,apartment,apartment,135000,,1,,,true,,false
9410513,1150,house,exceptional property,1650000,hyper equipped,5,620,350,true,,true
9410563,4000,house,apartment block,1465000,,10,195,,,,false
9410595,1000,apartment,ground floor,445000,usa hyper equipped,2,,,true,,true
9410613,8620,apartment,apartment,262000,hyper equipped,1,,,,,false
9410674,1315,house,house,409000,semi equipped,3,4368,3900,true,,false
9410683,1000,apartment,apartment,355000,,2,,,true,,false
9410717,2018,house,mansion,595000,semi equipped,5,130,18,true,,false
9410777,4020,apartment,apartment,250000,,0,,,,,false
9410887,1420,house,house,335000,not installed,3,150,,,,false
9410943,1200,apartment,apartment,240000,installed,2,,,true,,false
9410944,1200,apartment,apartment,310000,not installed,2,,,true,,false
9411123,1180,apartment,apartment,439000,hyper equipped,4,,,true,,false
9411212,3010,house,house,395000,,4,170,,,,false
9411294,4040,house,house,159000,,2,115,45,true,,false
9411321,6041,apartment,apartment,169500,installed,2,,,true,,false
9411322,6041,apartment,apartment,189500,installed,2,,,true,,false
9411437,8370,apartment,apartment,169000,installed,2,,,,,false
9411451,2590,apartment,apartment,365000,hyper equipped,3,,,true,,false
9411457,1060,apartment,apartment,195000,installed,1,,,,,false
9411557,9000,apartment,apartment,499000,,2,,,,,false
9411641,5100,apartment,apartment,340000,usa hyper equipped,2,,119,true,,true
9411648,1000,apartment,apartment,355000,usa hyper equipped,1,,,true,,true
9411649,1000,apartment,apartment,560000,usa hyper equipped,2,,,true,,true
9411677,3730,house,mixed use building,875000,installed,3,15683,,true,,false
9411801,9120,house,house,249000,usa semi equipped,3,192,,true,,false
9411817,1370,house,exceptional property,850000,hyper equipped,4,7474,7474,true,,false
9411828,6040,house,house,160000,installed,3,350,250,true,,false
9411874,1390,house,house,450000,installed,4,879,,true,,false
9411881,6811,house,house,490000,hyper equipped,4,2230,,true,true,false
9411894,6800,apartment,apartment,209000,hyper equipped,2,,98,true,,false
9411928,3401,house,house,239000,installed,4,312,,true,,false
9411958,1000,apartment,penthouse,575000,usa hyper equipped,3,,,true,,false
9412101,4340,house,house,249000,semi equipped,3,1407,1000,true,,false
9412195,8420,apartment,apartment,1650000,hyper equipped,2,,,true,,false
9412334,7130,house,house,210000,installed,2,54,,true,,false
9412340,7130,house,apartment block,210000,installed,2,54,,true,,false
9412436,7890,house,mixed use building,295000,,4,300,,,,false
9412437,7890,house,house,295000,,4,300,,,,false
9412519,8660,house,villa,1150000,hyper equipped,3,1373,1000,true,,false
9412623,1070,apartment,duplex,199000,installed,2,,,true,,false
9412877,1050,apartment,apartment,225000,,1,,,,,false
9412878,1050,apartment,apartment,275000,,1,,,true,,false
9412883,8640,house,house,259000,installed,3,320,,,,false
9412884,8560,house,house,219000,installed,3,271,1,true,,false
9412942,1180,apartment,apartment,1450000,installed,2,,,true,,false
9412967,1050,apartment,ground floor,830000,usa hyper equipped,2,,65,true,,false
9413132,6900,house,house,449000,semi equipped,4,310,,true,,false
9413137,4500,house,house,195000,installed,3,123,30,,,false
9413149,8301,apartment,apartment,390000,hyper equipped,2,,,,,false
9413151,1050,apartment,apartment,550000,hyper equipped,2,,,true,,false
9413204,1450,house,house,435000,usa semi equipped,4,2000,20,true,,false
9413337,1020,apartment,apartment,220000,,2,,,,,false
9413354,3110,house,house,285000,installed,4,491,,true,,false
9413685,1080,house,apartment block,1169000,usa hyper equipped,8,195,,true,,false
9413686,4900,house,villa,475000,hyper equipped,3,880,880,true,true,false
9413697,1853,apartment,apartment,265000,installed,1,,,true,,false
9413756,3000,apartment,apartment,465000,usa hyper equipped,2,,,true,,false
9413759,3350,house,house,285000,semi equipped,3,1562,,true,,false
9413764,8301,apartment,apartment,1150000,usa hyper equipped,3,,,true,,false
9413817,3000,apartment,apartment,399000,,2,,,,,false
9413890,6791,apartment,apartment,259000,installed,3,,,,,false
9413896,1000,apartment,apartment,355000,usa hyper equipped,1,,,,true,false
9413897,1000,apartment,duplex,685000,usa hyper equipped,4,,,,true,false
9413942,1370,house,house,249000,installed,4,70,,true,,false
9413973,7500,house,mixed use building,350000,,8,260,,true,,false
9413974,7500,house,mansion,350000,,8,260,,true,,false
9413999,6953,house,villa,270000,semi equipped,5,2661,2661,,,false
9414008,3640,house,house,375000,installed,3,415,,true,,false
9414041,5377,house,country cottage,99000,installed,2,66,,true,,false
9414082,1160,house,villa,1595000,installed,5,1443,650,true,,false
9414148,8430,apartment,apartment,140000,installed,1,,,,,false
9414338,1150,house,house,645000,installed,3,195,90,true,,false
9414414,8370,apartment,apartment,235000,installed,5,,,true,,false
9414428,8670,apartment,duplex,595000,installed,4,,,true,,false
9414437,1000,house,house,1250000,installed,6,294,,,,false
9414554,1180,apartment,apartment,699000,installed,4,,,true,,false
9414601,2970,house,villa,849000,semi equipped,5,1521,1000,true,,false
9414660,1140,apartment,penthouse,265000,hyper equipped,2,,,true,,false
9414666,8310,house,house,419000,semi equipped,3,597,300,,,false
9414738,1040,apartment,apartment,220000,installed,1,,,,,false
9414805,2610,apartment,apartment,198000,installed,2,,,true,,false
9414825,1180,apartment,apartment,490000,installed,3,,,true,,false
9414908,5000,apartment,apartment,150000,installed,1,,,,,false
9414909,4802,house,house,415000,semi equipped,4,1790,1644,true,,false
9414950,2900,house,house,325000,hyper equipped,4,109,,true,,false
9415187,2500,apartment,apartment,409000,installed,3,,,true,,false
9415224,1410,house,villa,510000,installed,4,859,,true,,false
9415261,9700,house,house,299000,,3,60,,true,,false
9415350,2060,apartment,penthouse,650000,usa hyper equipped,2,,,true,,false
9415351,2140,apartment,penthouse,650000,usa hyper equipped,2,,,true,,false
9415454,1430,house,villa,895000,installed,5,8700,8500,true,true,false
9415456,6700,house,house,200000,semi equipped,4,0,,,,false
9415457,6700,apartment,apartment,140000,semi equipped,2,,,,,false
9415458,6700,apartment,apartment,140000,semi equipped,1,,,,,false
9415459,6700,apartment,apartment,140000,semi equipped,1,,,,,false
9415460,6700,apartment,apartment,120000,semi equipped,2,,,,,false
9415519,4040,house,house,199500,installed,2,264,150,true,,false
9415565,4500,house,house,189000,semi equipped,3,111,,true,,false
9415598,4040,house,house,145000,installed,2,126,90,,,false
9415737,1050,apartment,apartment,300000,usa hyper equipped,1,,,true,,false
9415743,5310,house,house,290000,installed,3,402,347,true,,false
9415744,5310,house,house,220000,semi equipped,3,484,365,true,,false
9415776,1950,house,house,2690000,installed,6,5136,,true,true,false
9415789,1150,apartment,apartment,470000,hyper equipped,2,,,true,,false
9415794,4020,apartment,apartment,174000,,2,,,true,,false
9415865,4540,house,house,257500,semi equipped,3,1362,,true,,false
9415909,1060,apartment,apartment,775000,,5,,,true,,false
9415926,1420,apartment,penthouse,582900,installed,3,,,true,,false
9415939,8370,apartment,apartment,470000,installed,2,,,true,,false
9416010,5600,house,house,195000,hyper equipped,3,220,110,true,,true
9416136,8300,apartment,apartment,2625000,,4,,,true,,false
9416286,6780,house,house,490000,installed,5,1670,,true,,false
9416302,1000,apartment,apartment,230000,installed,2,,,true,,false
9416305,1000,apartment,apartment,280000,usa hyper equipped,2,,,true,,false
9416307,1000,apartment,penthouse,950000,usa hyper equipped,2,,,true,,false
9416315,1030,apartment,apartment,137500,installed,1,,,,,false
9416316,1030,apartment,apartment,137500,installed,1,,,true,,false
9416390,8300,apartment,apartment,695000,,3,,,,,false
9416415,7340,house,house,235000,,4,480,1,true,,false
9416454,5100,house,house,339000,installed,4,386,235,true,,false
9416476,5310,house,house,275000,installed,2,344,271,true,,false
9416808,8300,apartment,ground floor,695000,hyper equipped,2,,152,true,,false
9416825,9190,house,house,1250000,hyper equipped,5,2265,,true,true,false
9416855,1860,house,mixed use building,999999,installed,3,313,120,true,,false
9416878,1170,apartment,apartment,335000,usa hyper equipped,1,,,true,,true
9416922,8300,apartment,apartment,695000,usa hyper equipped,3,,,true,,false
9417102,8530,house,house,335000,installed,6,828,,,,false
9417164,1000,apartment,apartment,270000,hyper equipped,0,,,,,false
9417193,1050,apartment,apartment,1240000,,4,,,,,false
9417197,6211,house,house,349000,installed,3,956,750,true,true,false
9417265,3000,apartment,flat studio,139000,,1,,,,,false
9417270,1150,apartment,apartment,399000,installed,3,,,true,,false
9417275,1180,apartment,apartment,795000,installed,3,,,true,,false
9417341,6120,house,villa,235000,semi equipped,2,950,700,true,,false
9417342,1210,house,apartment block,1300000,usa installed,9,348,,true,,false
9417356,7500,apartment,loft,680000,usa installed,3,,,true,,false
9417382,6001,apartment,apartment,79900,installed,1,,,true,,false
9417420,2812,house,mixed use building,1250000,installed,18,5000,,,,false
9417537,4500,house,house,159000,semi equipped,3,884,,true,,false
9417583,6001,apartment,apartment,90000,installed,1,,,,,false
9417628,1200,house,house,749000,hyper equipped,6,193,65,true,,false
9417654,5020,house,house,240000,not installed,2,645,,,,false
9417660,5140,house,house,210000,not installed,3,135,,,,false
9417661,5140,house,apartment block,210000,not installed,3,135,,,,false
9417798,1332,apartment,apartment,395000,hyper equipped,3,,,true,,false
9417885,4260,house,house,250000,installed,2,740,,true,,false
